author,date,id,iso,original_review,original_title,predicted_langs/0,predicted_langs/1,predicted_langs/2,predicted_langs/3,predicted_langs/4,product,review,stars,title,version,weight
Adam Milczarek,2015-10-03T14:57:25,14831371782Lrvp9Jt-kJxZWIbgf8qhwdA,ZZ,Occasional teething problems but constant updates and attention from devs makes this a top app,Top messaging app,en,,,,,14831371782,Occasional teething problems but constant updates and attention from devs makes this a top app,5.00,Top messaging app,3.6,0
Keshae Elliotte,2015-10-03T14:48:56,14831371782L8JwMhFyr5b5evIST7Ypl7w,ZZ,all my messages are not coming to my phone please help ????,,en,,,,,14831371782,all my messages are not coming to my phone please help ????,3.00,,,0
steven ort,2015-10-03T14:39:36,14831371782Lhl73xKeG87Kbg8Vm6n2Y8w,ZZ,Much better than my stock SMS app. MMS' dl faster and the interface is efficient.,Great app,en,sv,,,,14831371782,Much better than my stock SMS app. MMS' dl faster and the interface is efficient.,5.00,Great app,3.6,0
M. Jaber,2015-10-03T14:35:43,14831371782L-MsZegRGgazTCrcZftWXjQ,ZZ,Totally worth it. One star off as of the Ads,Very good,en,,,,,14831371782,Totally worth it. One star off as of the Ads,4.00,Very good,3.6,0
RoseG Maples,2015-10-03T14:08:40,14831371782L4lqYZIM3sfuH7sOTexMZsg,ZZ,"Really love this app, lots of colors to choose from, helps to brighten a plain phone... Galaxy 5",,en,,,,,14831371782,"Really love this app, lots of colors to choose from, helps to brighten a plain phone... Galaxy 5",4.00,,3.6,0
Linda Christopher,2015-10-03T13:58:40,14831371782LJefxahAdEV0g9ItpZBDzSQ,ZZ,I love Textra!  The user interface is easy to use and to customize.  Just a tremendous improvement over the basic text app.  Seems to be bug-free too!,Way better than the default Android text app!,en,,,,,14831371782,I love Textra!  The user interface is easy to use and to customize.  Just a tremendous improvement over the basic text app.  Seems to be bug-free too!,5.00,Way better than the default Android text app!,3.6,0
M Akbar Khan,2015-10-03T13:28:52,14831371782LsjScHI3n4YQSsD5cXNTuPw,ZZ,Its fast n gud,Awesome,en,oc,ca,nn,,14831371782,Its fast n gud,5.00,Awesome,,0
HBert Quach,2015-10-03T13:02:27,14831371782LqWc18r6gJADukuWztJGD5Q,ZZ,"Apps cool, really like that you don't have to open the app to reply or read text, it pops out from the notification pan.",Good text app,en,,,,,14831371782,"Apps cool, really like that you don't have to open the app to reply or read text, it pops out from the notification pan.",5.00,Good text app,3.6,0
Aaron Toponce,2015-10-03T12:56:21,14831371782L84siTZeP6R3gwa4CTnhWEw,ZZ,"Love the ability to customize the notification color per contact as well as the notification sound per contact. However, uninstalled because of the ads, despite having root and an ad blocker installed.",Highly customizable,en,,,,,14831371782,"Love the ability to customize the notification color per contact as well as the notification sound per contact. However, uninstalled because of the ads, despite having root and an ad blocker installed.",4.00,Highly customizable,3.6,0
Sam Bentley,2015-10-03T12:55:41,14831371782Lltg3qntQfI-5-HUJjMHrhQ,ZZ,"I don't like to install a ton of apps, especially to replace functions the phone already has. But this one has an attractive, intuitive interface and includes the function of assigning message tones by contact. That makes it worth installing for me.",Elegant and efficient,en,,,,,14831371782,"I don't like to install a ton of apps, especially to replace functions the phone already has. But this one has an attractive, intuitive interface and includes the function of assigning message tones by contact. That makes it worth installing for me.",5.00,Elegant and efficient,3.6,0
kate horne,2015-10-03T12:48:29,14831371782L69HgpSEpKKr0s3hHuaX_iQ,ZZ,"Love all the colour choices for customizing chats, but MMS are never working in this app which makes it extremely frustrating. Favourite texting app other than the MMS issues. Fix it and I'll use it again.",Poor MMS capability,en,,,,,14831371782,"Love all the colour choices for customizing chats, but MMS are never working in this app which makes it extremely frustrating. Favourite texting app other than the MMS issues. Fix it and I'll use it again.",3.00,Poor MMS capability,3.6,0
Vanessa Trevino,2015-10-03T12:18:09,14831371782LtNuaqrv93JETvUrqvGU5YQ,ZZ,The ads slowly popping up & sometimes it sends doubles,Nice,en,,,,,14831371782,The ads slowly popping up & sometimes it sends doubles,3.00,Nice,3.6,0
Susan Xiong,2015-10-03T11:36:26,14831371782LqxHp7PbdgpYN0dKoJ3JN-Q,ZZ,"This is my favorite texting app and I've tried quite a few. The interface is clean and highly customizable. I only have two complaints and even then they aren't enough to knock off a star. One is that I wish images would appear larger in the conversation view. They seem inconsistent in size. And the other is that outgoing messages don't sync with MightyText, but I'm not sure if that's a MightyText issue or a Textra issue.",,en,,,,,14831371782,"This is my favorite texting app and I've tried quite a few. The interface is clean and highly customizable. I only have two complaints and even then they aren't enough to knock off a star. One is that I wish images would appear larger in the conversation view. They seem inconsistent in size. And the other is that outgoing messages don't sync with MightyText, but I'm not sure if that's a MightyText issue or a Textra issue.",5.00,,3.6,0
Ted Morse,2015-10-03T11:30:20,14831371782LB3hehsTr7b41RgyMjBrA6g,ZZ,Outstanding app and support,,en,af,nn,nl,sv,14831371782,Outstanding app and support,5.00,,3.6,0
Angeli Mendez,2015-10-03T11:24:03,14831371782LHTOhjodoWwhA7Wu5QX-YhA,ZZ,"I like this app. My problem is that, I can't send group message. It's really important in my job. Can someone help me fix this problem? Coz I don't want to change my SMS app anymore. I like this! Pleaaaaase!!!! Thank you!!!",Can't send group message,en,,,,,14831371782,"I like this app. My problem is that, I can't send group message. It's really important in my job. Can someone help me fix this problem? Coz I don't want to change my SMS app anymore. I like this! Pleaaaaase!!!! Thank you!!!",4.00,Can't send group message,3.6,0
Steve Grimsley,2015-10-03T11:19:29,14831371782L6n60GTz2hKncU2yGGp-2jA,ZZ,"Really love this app, but i would like to know how i can block messages.",,en,,,,,14831371782,"Really love this app, but i would like to know how i can block messages.",4.00,,3.6,0
Martin Kerr,2015-10-03T11:13:00,14831371782LfuXupCraoNPwEZVoR7kNVg,ZZ,"After weeks of these not happening they have returned, why, nothing else had changed??",Annoying check MMS messages,en,,,,,14831371782,"After weeks of these not happening they have returned, why, nothing else had changed??",2.00,Annoying check MMS messages,3.6,0
Terry Moorer,2015-10-03T11:11:01,14831371782LNCP3mFI7EseHJJZcdN9iTQ,ZZ,Best features.  Delayed sending. Just in case you send it to the wrong person.  Custom colors and reminder feature...,Love this app!!,en,,,,,14831371782,Best features.  Delayed sending. Just in case you send it to the wrong person.  Custom colors and reminder feature...,5.00,Love this app!!,3.6,0
mustafa özdemir,2015-10-03T10:32:54,14831371782LMDwGQvG8BxJtN9m2NBQyug,ZZ,it cant be better than this,BEST SMS APP IN HISTORY,en,,,,,14831371782,it cant be better than this,5.00,BEST SMS APP IN HISTORY,3.6,0
Tom Bradshaw,2015-10-03T10:08:04,14831371782LQMSqFGMLBKYonN15pa6VfQ,ZZ,The most reliable and functional sms app,The best,en,,,,,14831371782,The most reliable and functional sms app,5.00,The best,3.6,0
Hendri kusliawan,2015-10-03T10:06:14,14831371782L-gCTVo7DD-PC7NdKlvKxMA,ZZ,"No dual simcard support ? If it's correct, I can't use this app. Too bad, I love this app; so clean",No dual simcard support ?,en,,,,,14831371782,"No dual simcard support ? If it's correct, I can't use this app. Too bad, I love this app; so clean",3.00,No dual simcard support ?,3.6,0
Andrew Brogan,2015-10-03T09:37:37,14831371782L0CVaXHIfcZJtnRGhZ_WMaw,ZZ,I liked textra and it has been my main messaging app this year bit now it comes packed with ads and spam. There are plenty of others out there that are as good but without the rubbish that this comes with. Uninstalled.,Good app spoiled,en,,,,,14831371782,I liked textra and it has been my main messaging app this year bit now it comes packed with ads and spam. There are plenty of others out there that are as good but without the rubbish that this comes with. Uninstalled.,2.00,Good app spoiled,3.6,0
Denrel Sagun,2015-10-03T08:42:45,14831371782LF47Ng6SKL2ygcD_vTc5Gpg,ZZ,"If you could add dyi theme builder, it would be great. Like adding pics or something.",Missing something.,en,,,,,14831371782,"If you could add dyi theme builder, it would be great. Like adding pics or something.",4.00,Missing something.,3.6,0
Karen Cajigal,2015-10-03T07:55:55,14831371782LMSMnKairZk8GAELIVvQowg,ZZ,Can you please allow us to save your WONDERFUL app in our SD Cards? Pleaseeeee! Hope you'll fix this sooon :),STORAAGEEEE,en,,,,,14831371782,Can you please allow us to save your WONDERFUL app in our SD Cards? Pleaseeeee! Hope you'll fix this sooon :),4.00,STORAAGEEEE,3.6,0
Armen D.,2015-10-03T05:34:16,14831371782L1kAryL4Xfywhw5HhbjEv0w,ZZ,Great,,en,roa_rup,la,lb,,14831371782,Great,5.00,,3.6,0
Austin Leivo,2015-10-03T05:10:18,14831371782La8Ol7s9YCBuCZm7CVlDTeA,ZZ,I Like It... a lot...,It's Good,af,br,bs,en,et,14831371782,I Like It... a lot...,5.00,It's Good,3.6,0
Brent Cotterman,2015-10-03T03:08:24,14831371782LYOoIqV0om61uBUPO1OVCXw,ZZ,"The app functions well, but the ad platform actually hurts the usability. Ads pop up like a text forcing you to select the wrong contact or a message to the wrong person. Ads can be removed for nearly $3. Not sure why designers feel compromising a potential customer's experience with their product is worth it. It must be better to loose a potential customer over movi ads. This is bad business and a product's quality should speak for itself and ads should not lower usability. Way to sell out your prospects.",Another hostage,en,,,,,14831371782,"The app functions well, but the ad platform actually hurts the usability. Ads pop up like a text forcing you to select the wrong contact or a message to the wrong person. Ads can be removed for nearly $3. Not sure why designers feel compromising a potential customer's experience with their product is worth it. It must be better to loose a potential customer over movi ads. This is bad business and a product's quality should speak for itself and ads should not lower usability. Way to sell out your prospects.",1.00,Another hostage,3.6,0
minamoto mike,2015-10-03T02:22:55,14831371782LqiaXW1IcW1DEGWkMWhMHMQ,ZZ,"Since last update, character counter doesn't function correctly when typing in Greek.",Counter,en,,,,,14831371782,"Since last update, character counter doesn't function correctly when typing in Greek.",4.00,Counter,3.6,0
Rogelio Magaña,2015-10-03T02:19:40,14831371782L8J2NuYJfGtj0UewEKsQ7hw,ZZ,Can't imagine texting on anything else.,Worth every penny,en,,,,,14831371782,Can't imagine texting on anything else.,5.00,Worth every penny,3.6,0
jake day,2015-10-03T02:07:03,14831371782LglejrkTxVI0xnGxlVLphxQ,ZZ,"Won't send mms, many non delivered sms, not receiving sms. Ever since I paid, things have been horrible and after months I'm finally giving up. So sad, cause this was the best app I ever used for text. Wish I hadn't paid.","So sad to write a negative, but it's awful now",en,,,,,14831371782,"Won't send mms, many non delivered sms, not receiving sms. Ever since I paid, things have been horrible and after months I'm finally giving up. So sad, cause this was the best app I ever used for text. Wish I hadn't paid.",2.00,"So sad to write a negative, but it's awful now",3.6,0
Austin Endres,2015-10-03T02:05:41,14831371782LZhfgLNCjooz0BUWl6tuJgw,ZZ,"Great application, but more recently on my Galaxy S6, I've been receiving ghost notifications. It's shows I have a text notification but there is nothing new received, please fix",Great application,en,,,,,14831371782,"Great application, but more recently on my Galaxy S6, I've been receiving ghost notifications. It's shows I have a text notification but there is nothing new received, please fix",5.00,Great application,3.6,0
Burl Crocker,2015-10-03T02:00:04,14831371782LE8B8bSUiRZ8qBHyrGu0Gdg,ZZ,Really good app,,en,,,,,14831371782,Really good app,5.00,,3.6,0
Rich Esteves,2015-10-03T01:29:47,14831371782LhinliGofgOLJB-AvhS1_Tw,ZZ,No app is perfect but this is by far the best android text app I have found. The only one that doesn't constantly nag you with alert tones while in a text conversation which was important to me.,Great app,en,,,,,14831371782,No app is perfect but this is by far the best android text app I have found. The only one that doesn't constantly nag you with alert tones while in a text conversation which was important to me.,4.00,Great app,3.6,0
Candy Bezanson,2015-10-03T01:25:27,14831371782LscOgI_gRcfFen84wZ-FZuw,ZZ,Good app. Does it really charge for mms,,en,,,,,14831371782,Good app. Does it really charge for mms,3.00,,,0
princesz osayda,2015-10-03T01:16:07,14831371782LpOZ9rTXwTuKjC6ljS3u0cQ,ZZ,Been loving textra but im wondering if it has an option for dual sim phones. Thanks!,Does it support dual sim phones?,en,,,,,14831371782,Been loving textra but im wondering if it has an option for dual sim phones. Thanks!,5.00,Does it support dual sim phones?,,0
Trixie Abiera,2015-10-03T00:03:28,14831371782L81nKNjOfl8BcZVWsDwcq5A,ZZ,The application is good but I have a problem I don't know if my message is send because there is no any icon displayed that your message is already send.,Good,en,,,,,14831371782,The application is good but I have a problem I don't know if my message is send because there is no any icon displayed that your message is already send.,3.00,Good,3.6,0
Lance Not Armstrong,2015-10-02T23:51:19,14831371782LArqgC78uu-Gx4y4mvMXmeg,ZZ,"This is the best SMS app ever. Lots of customization (even the app icon color o.o), very good multimedia messaging system. Also, YOU CAN SEND DELAYED MESSAGES!! Say you need to text someone at a certain time,  just send the text with the specific time and date and boom! No forgotten birthday texts! Also, for older phones, this app has stagefright protection (a dangerous virus thru MMS if you didnt get an update to patch it)!! If your trial expires its not even a big deal, since the only ad it gives is small",Awesome!,en,,,,,14831371782,"This is the best SMS app ever. Lots of customization (even the app icon color o.o), very good multimedia messaging system. Also, YOU CAN SEND DELAYED MESSAGES!! Say you need to text someone at a certain time,  just send the text with the specific time and date and boom! No forgotten birthday texts! Also, for older phones, this app has stagefright protection (a dangerous virus thru MMS if you didnt get an update to patch it)!! If your trial expires its not even a big deal, since the only ad it gives is small",5.00,Awesome!,3.6,0
